,0,1,2,3,4,5,6,7
0,0,오즈: 신기한 마법가루,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165029,https://ssl.pstatic.net/imgmovie/mdi/mit110/1650/165029_P08_103119.jpg,2017,"['블라디미르 토로프킨', '다리나 슈미트', '표도르 드미트리에프']","['이장원', '김하영']",7.72
1,3,모데카이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118957,https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118957_P14_133755.jpg,2015,['데이빗 코엡'],"['조니 뎁', '이완 맥그리거', '기네스 팰트로', '올리비아 문', '폴 베타니', '제프 골드브럼']",5.46
2,5,호텔 아르테미스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168030,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168030_P17_104131.jpg,2018,['드류 피어스'],"['소피아 부텔라', '데이브 바티스타', '스털링 K. 브라운', '조디 포스터']",6.49
3,6,극장판 콩순이: 장난감나라 대모험,https://movie.naver.com/movie/bi/mi/basic.nhn?code=203488,https://ssl.pstatic.net/imgmovie/mdi/mit110/2034/203488_P32_161627.jpg,2020,['이선명'],,8.84
4,7,쓰리 썸머 나잇,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129016,https://ssl.pstatic.net/imgmovie/mdi/mit110/1290/129016_P39_181447.jpg,2014,['김상진'],"['김동욱', '임원희', '손호준', '윤제문', '류현경']",6.65
5,9,드라이브 마이 카,https://movie.naver.com/movie/bi/mi/basic.nhn?code=205623,https://ssl.pstatic.net/imgmovie/mdi/mit110/2056/205623_P33_105017.jpg,2021,['하마구치 류스케'],"['니시지마 히데토시', '미우라 토코']",8.42
6,11,매직 인 더 문라이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109104,https://ssl.pstatic.net/imgmovie/mdi/mit110/1091/109104_P02_152219.jpg,2014,['우디 앨런'],"['엠마 스톤', '콜린 퍼스']",7.63
7,12,100 피트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47324,https://ssl.pstatic.net/imgmovie/mdi/mit110/0473/D7324-00.jpg,2008,['에릭 레드'],"['팜케 얀센', '바비 카나베일']",4.28
8,14,타임 패러독스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118347,https://ssl.pstatic.net/imgmovie/mdi/mit110/1183/118347_P15_140240.jpg,2014,"['마이클 스피어리그', '피터 스피어리그']","['에단 호크', '노아 테일러', '사라 스누크']",8.26
9,15,"어쩌다, 결혼",https://movie.naver.com/movie/bi/mi/basic.nhn?code=167629,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167629_P17_105046.jpg,2018,"['박호찬', '박수진']","['김동욱', '고성희']",4.46
10,16,러덜리스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109626,https://ssl.pstatic.net/imgmovie/mdi/mit110/1096/109626_P06_104203.jpg,2014,['윌리암 H. 머시'],"['안톤 옐친', '빌리 크루덥']",8.77
11,18,맨 인 더 다크 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167403,https://ssl.pstatic.net/imgmovie/mdi/mit110/1674/167403_P01_164404.jpg,2021,['로도 사야구에즈'],"['스티븐 랭', '브렌단 섹스톤', '매들린 그레이스']",7.69
12,19,하이큐!! 끝과 시작,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140803,https://ssl.pstatic.net/imgmovie/mdi/mit110/1408/140803_P15_142555.jpg,2015,['미츠나카 스스무'],"['무라세 아유무', '이시카와 카이토', '히노 사토시', '이리노 미유', '오카모토 노부히코', '호소야 요시마사']",8.92
